node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,production,attraction,geometry,,,directed_route_id,activity_type,,,,,
100189,RED.1.4710,-76.994574,38.933132,directed_route_stop,,0,0,0,POINT (-76.994574 38.933132),,,"RED,1",,,,,,
100190,RED.1.4905,-77.05245,38.9249,directed_route_stop,,0,0,0,POINT (-77.052450 38.924900),,,"RED,1",,,,,,
100191,RED.1.4912,-77.058724,38.935752,directed_route_stop,,0,0,0,POINT (-77.058724 38.935752),,,"RED,1",,,,,,
100192,RED.1.4941,-77.063816,38.944419,directed_route_stop,,0,0,0,POINT (-77.063816 38.944419),,,"RED,1",,,,,,
100193,RED.1.4956,-77.044528,38.911029,directed_route_stop,,0,0,0,POINT (-77.044528 38.911029),,,"RED,1",,,,,,
100194,RED.1.5305,-77.001964,38.951708,directed_route_stop,,0,0,0,POINT (-77.001964 38.951708),,,"RED,1",,,,,,
100195,RED.1.5635,-77.039602,38.903197,directed_route_stop,,0,0,0,POINT (-77.039602 38.903197),,,"RED,1",,,,,,
100196,RED.1.5660,-77.079399,38.947749,directed_route_stop,,0,0,0,POINT (-77.079399 38.947749),,,"RED,1",,,,,,
100197,RED.1.6671,-76.995782,38.920678,directed_route_stop,,0,0,0,POINT (-76.995782 38.920678),,,"RED,1",,,,,,
100198,RED.1.6963,-77.017521,38.975332,directed_route_stop,,0,0,0,POINT (-77.017521 38.975332),,,"RED,1",,,,,,
100199,RED.1.7474,-77.021627,38.898254,directed_route_stop,,0,0,0,POINT (-77.021627 38.898254),,,"RED,1",,,,,,
100200,RED.1.7588,-77.027877,38.898227,directed_route_stop,,0,0,0,POINT (-77.027877 38.898227),,,"RED,1",,,,,,
100201,RED.1.7993,-77.146789,39.085352,directed_route_stop,,0,0,0,POINT (-77.146789 39.085352),,,"RED,1",,,,,,
100202,RED.1.9360,-77.164861,39.11989,directed_route_stop,,0,0,0,POINT (-77.164861 39.119890),,,"RED,1",,,,,,
100203,SILVER.0.11332,-77.072054,38.895393,directed_route_stop,,0,0,0,POINT (-77.072054 38.895393),,,"SILVER,0",,,,,,
100204,SILVER.0.12282,-77.156667,38.885942,directed_route_stop,,0,0,0,POINT (-77.156667 38.885942),,,"SILVER,0",,,,,,
100205,SILVER.0.12488,-77.084923,38.891231,directed_route_stop,,0,0,0,POINT (-77.084923 38.891231),,,"SILVER,0",,,,,,
100206,SILVER.0.12631,-77.11165,38.882138,directed_route_stop,,0,0,0,POINT (-77.111650 38.882138),,,"SILVER,0",,,,,,
100207,SILVER.0.12648,-77.095087,38.887076,directed_route_stop,,0,0,0,POINT (-77.095087 38.887076),,,"SILVER,0",,,,,,
100208,SILVER.0.12900,-77.005992,38.885569,directed_route_stop,,0,0,0,POINT (-77.005992 38.885569),,,"SILVER,0",,,,,,
100209,SILVER.0.12906,-77.028274,38.887487,directed_route_stop,,0,0,0,POINT (-77.028274 38.887487),,,"SILVER,0",,,,,,
100210,SILVER.0.12922,-77.103909,38.882974,directed_route_stop,,0,0,0,POINT (-77.103909 38.882974),,,"SILVER,0",,,,,,
100211,SILVER.0.1305,-76.913413,38.889471,directed_route_stop,,0,0,0,POINT (-76.913413 38.889471),,,"SILVER,0",,,,,,
100212,SILVER.0.13107,-76.89339,38.886602,directed_route_stop,,0,0,0,POINT (-76.893390 38.886602),,,"SILVER,0",,,,,,
100213,SILVER.0.2124,-76.890105,38.933894,directed_route_stop,,0,0,0,POINT (-76.890105 38.933894),,,"SILVER,0",,,,,,
100214,SILVER.0.25426,-76.947816,38.898213,directed_route_stop,,0,0,0,POINT (-76.947816 38.898213),,,"SILVER,0",,,,,,
100215,SILVER.0.2658,-76.870545,38.946812,directed_route_stop,,0,0,0,POINT (-76.870545 38.946812),,,"SILVER,0",,,,,,
100216,SILVER.0.39924,-77.208404,38.924969,directed_route_stop,,0,0,0,POINT (-77.208404 38.924969),,,"SILVER,0",,,,,,
100217,SILVER.0.39925,-77.221813,38.920204,directed_route_stop,,0,0,0,POINT (-77.221813 38.920204),,,"SILVER,0",,,,,,
100218,SILVER.0.39926,-77.232655,38.919464,directed_route_stop,,0,0,0,POINT (-77.232655 38.919464),,,"SILVER,0",,,,,,
100219,SILVER.0.39927,-77.24098,38.928444,directed_route_stop,,0,0,0,POINT (-77.240980 38.928444),,,"SILVER,0",,,,,,
100220,SILVER.0.39928,-77.337799,38.947034,directed_route_stop,,0,0,0,POINT (-77.337799 38.947034),,,"SILVER,0",,,,,,
100221,SILVER.0.4613,-76.937762,38.890318,directed_route_stop,,0,0,0,POINT (-76.937762 38.890318),,,"SILVER,0",,,,,,
100222,SILVER.0.4664,-76.868598,38.893486,directed_route_stop,,0,0,0,POINT (-76.868598 38.893486),,,"SILVER,0",,,,,,
100223,SILVER.0.4697,-76.84464,38.900169,directed_route_stop,,0,0,0,POINT (-76.844640 38.900169),,,"SILVER,0",,,,,,
100224,SILVER.0.5017,-77.0217,38.884786,directed_route_stop,,0,0,0,POINT (-77.021700 38.884786),,,"SILVER,0",,,,,,
100225,SILVER.0.5030,-76.935669,38.907845,directed_route_stop,,0,0,0,POINT (-76.935669 38.907845),,,"SILVER,0",,,,,,
100226,SILVER.0.5110,-76.977268,38.885882,directed_route_stop,,0,0,0,POINT (-76.977268 38.885882),,,"SILVER,0",,,,,,
100227,SILVER.0.6479,-76.99511,38.884048,directed_route_stop,,0,0,0,POINT (-76.995110 38.884048),,,"SILVER,0",,,,,,
100228,SILVER.0.6553,-76.985497,38.880774,directed_route_stop,,0,0,0,POINT (-76.985497 38.880774),,,"SILVER,0",,,,,,
100229,SILVER.0.7333,-77.015636,38.884881,directed_route_stop,,0,0,0,POINT (-77.015636 38.884881),,,"SILVER,0",,,,,,
100230,SILVER.0.7588,-77.027877,38.898227,directed_route_stop,,0,0,0,POINT (-77.027877 38.898227),,,"SILVER,0",,,,,,
100231,SILVER.0.7671,-77.027996,38.893689,directed_route_stop,,0,0,0,POINT (-77.027996 38.893689),,,"SILVER,0",,,,,,
100232,SILVER.0.7812,-77.032058,38.901235,directed_route_stop,,0,0,0,POINT (-77.032058 38.901235),,,"SILVER,0",,,,,,
100233,SILVER.0.7932,-77.039582,38.901266,directed_route_stop,,0,0,0,POINT (-77.039582 38.901266),,,"SILVER,0",,,,,,
100234,SILVER.0.8040,-77.050126,38.900605,directed_route_stop,,0,0,0,POINT (-77.050126 38.900605),,,"SILVER,0",,,,,,
100235,SILVER.0.999,-76.915204,38.916452,directed_route_stop,,0,0,0,POINT (-76.915204 38.916452),,,"SILVER,0",,,,,,
100236,SILVER.1.11332,-77.072054,38.895393,directed_route_stop,,0,0,0,POINT (-77.072054 38.895393),,,"SILVER,1",,,,,,
100237,SILVER.1.12282,-77.156667,38.885942,directed_route_stop,,0,0,0,POINT (-77.156667 38.885942),,,"SILVER,1",,,,,,
100238,SILVER.1.12488,-77.084923,38.891231,directed_route_stop,,0,0,0,POINT (-77.084923 38.891231),,,"SILVER,1",,,,,,
100239,SILVER.1.12631,-77.11165,38.882138,directed_route_stop,,0,0,0,POINT (-77.111650 38.882138),,,"SILVER,1",,,,,,
100240,SILVER.1.12648,-77.095087,38.887076,directed_route_stop,,0,0,0,POINT (-77.095087 38.887076),,,"SILVER,1",,,,,,
100241,SILVER.1.12900,-77.005992,38.885569,directed_route_stop,,0,0,0,POINT (-77.005992 38.885569),,,"SILVER,1",,,,,,
100242,SILVER.1.12906,-77.028274,38.887487,directed_route_stop,,0,0,0,POINT (-77.028274 38.887487),,,"SILVER,1",,,,,,
100243,SILVER.1.12922,-77.103909,38.882974,directed_route_stop,,0,0,0,POINT (-77.103909 38.882974),,,"SILVER,1",,,,,,
100244,SILVER.1.1305,-76.913413,38.889471,directed_route_stop,,0,0,0,POINT (-76.913413 38.889471),,,"SILVER,1",,,,,,
100245,SILVER.1.13107,-76.89339,38.886602,directed_route_stop,,0,0,0,POINT (-76.893390 38.886602),,,"SILVER,1",,,,,,
100246,SILVER.1.2124,-76.890105,38.933894,directed_route_stop,,0,0,0,POINT (-76.890105 38.933894),,,"SILVER,1",,,,,,
100247,SILVER.1.25426,-76.947816,38.898213,directed_route_stop,,0,0,0,POINT (-76.947816 38.898213),,,"SILVER,1",,,,,,
100248,SILVER.1.2658,-76.870545,38.946812,directed_route_stop,,0,0,0,POINT (-76.870545 38.946812),,,"SILVER,1",,,,,,
100249,SILVER.1.39924,-77.208404,38.924969,directed_route_stop,,0,0,0,POINT (-77.208404 38.924969),,,"SILVER,1",,,,,,
100250,SILVER.1.39925,-77.221813,38.920204,directed_route_stop,,0,0,0,POINT (-77.221813 38.920204),,,"SILVER,1",,,,,,
100251,SILVER.1.39926,-77.232655,38.919464,directed_route_stop,,0,0,0,POINT (-77.232655 38.919464),,,"SILVER,1",,,,,,
100252,SILVER.1.39927,-77.24098,38.928444,directed_route_stop,,0,0,0,POINT (-77.240980 38.928444),,,"SILVER,1",,,,,,
100253,SILVER.1.39928,-77.337799,38.947034,directed_route_stop,,0,0,0,POINT (-77.337799 38.947034),,,"SILVER,1",,,,,,
100254,SILVER.1.4613,-76.937762,38.890318,directed_route_stop,,0,0,0,POINT (-76.937762 38.890318),,,"SILVER,1",,,,,,
100255,SILVER.1.4664,-76.868598,38.893486,directed_route_stop,,0,0,0,POINT (-76.868598 38.893486),,,"SILVER,1",,,,,,
100256,SILVER.1.4697,-76.84464,38.900169,directed_route_stop,,0,0,0,POINT (-76.844640 38.900169),,,"SILVER,1",,,,,,
100257,SILVER.1.5017,-77.0217,38.884786,directed_route_stop,,0,0,0,POINT (-77.021700 38.884786),,,"SILVER,1",,,,,,
100258,SILVER.1.5030,-76.935669,38.907845,directed_route_stop,,0,0,0,POINT (-76.935669 38.907845),,,"SILVER,1",,,,,,
100259,SILVER.1.5110,-76.977268,38.885882,directed_route_stop,,0,0,0,POINT (-76.977268 38.885882),,,"SILVER,1",,,,,,
100260,SILVER.1.6479,-76.99511,38.884048,directed_route_stop,,0,0,0,POINT (-76.995110 38.884048),,,"SILVER,1",,,,,,
100261,SILVER.1.6553,-76.985497,38.880774,directed_route_stop,,0,0,0,POINT (-76.985497 38.880774),,,"SILVER,1",,,,,,
100262,SILVER.1.7333,-77.015636,38.884881,directed_route_stop,,0,0,0,POINT (-77.015636 38.884881),,,"SILVER,1",,,,,,
100263,SILVER.1.7588,-77.027877,38.898227,directed_route_stop,,0,0,0,POINT (-77.027877 38.898227),,,"SILVER,1",,,,,,
100264,SILVER.1.7671,-77.027996,38.893689,directed_route_stop,,0,0,0,POINT (-77.027996 38.893689),,,"SILVER,1",,,,,,
100265,SILVER.1.7812,-77.032058,38.901235,directed_route_stop,,0,0,0,POINT (-77.032058 38.901235),,,"SILVER,1",,,,,,
100266,SILVER.1.7932,-77.039582,38.901266,directed_route_stop,,0,0,0,POINT (-77.039582 38.901266),,,"SILVER,1",,,,,,
100267,SILVER.1.8040,-77.050126,38.900605,directed_route_stop,,0,0,0,POINT (-77.050126 38.900605),,,"SILVER,1",,,,,,
100268,SILVER.1.999,-76.915204,38.916452,directed_route_stop,,0,0,0,POINT (-76.915204 38.916452),,,"SILVER,1",,,,,,
100269,YELLOW.0.10344,-77.022005,38.905538,directed_route_stop,,0,0,0,POINT (-77.022005 38.905538),,,"YELLOW,0",,,,,,
100270,YELLOW.0.10352,-77.129211,38.799163,directed_route_stop,,0,0,0,POINT (-77.129211 38.799163),,,"YELLOW,0",,,,,,
100271,YELLOW.0.10776,-77.075055,38.793795,directed_route_stop,,0,0,0,POINT (-77.075055 38.793795),,,"YELLOW,0",,,,,,
100272,YELLOW.0.11731,-76.911111,39.010967,directed_route_stop,,0,0,0,POINT (-76.911111 39.010967),,,"YELLOW,0",,,,,,
100273,YELLOW.0.11733,-76.928297,38.9783,directed_route_stop,,0,0,0,POINT (-76.928297 38.978300),,,"YELLOW,0",,,,,,
100274,YELLOW.0.11886,-76.969622,38.954928,directed_route_stop,,0,0,0,POINT (-76.969622 38.954928),,,"YELLOW,0",,,,,,
100275,YELLOW.0.12928,-77.053877,38.869374,directed_route_stop,,0,0,0,POINT (-77.053877 38.869374),,,"YELLOW,0",,,,,,
100276,YELLOW.0.12930,-77.059242,38.862861,directed_route_stop,,0,0,0,POINT (-77.059242 38.862861),,,"YELLOW,0",,,,,,
100277,YELLOW.0.13986,-77.053534,38.813952,directed_route_stop,,0,0,0,POINT (-77.053534 38.813952),,,"YELLOW,0",,,,,,
100278,YELLOW.0.13995,-77.060896,38.806406,directed_route_stop,,0,0,0,POINT (-77.060896 38.806406),,,"YELLOW,0",,,,,,
100279,YELLOW.0.1418,-77.029269,38.916915,directed_route_stop,,0,0,0,POINT (-77.029269 38.916915),,,"YELLOW,0",,,,,,
100280,YELLOW.0.14816,-77.168587,38.766096,directed_route_stop,,0,0,0,POINT (-77.168587 38.766096),,,"YELLOW,0",,,,,,
100281,YELLOW.0.25552,-77.032554,38.928611,directed_route_stop,,0,0,0,POINT (-77.032554 38.928611),,,"YELLOW,0",,,,,,
100282,YELLOW.0.25553,-77.024352,38.936155,directed_route_stop,,0,0,0,POINT (-77.024352 38.936155),,,"YELLOW,0",,,,,,
100283,YELLOW.0.3034,-76.956088,38.965152,directed_route_stop,,0,0,0,POINT (-76.956088 38.965152),,,"YELLOW,0",,,,,,
100284,YELLOW.0.308,-77.022027,38.914446,directed_route_stop,,0,0,0,POINT (-77.022027 38.914446),,,"YELLOW,0",,,,,,
100285,YELLOW.0.5017,-77.0217,38.884786,directed_route_stop,,0,0,0,POINT (-77.021700 38.884786),,,"YELLOW,0",,,,,,
100286,YELLOW.0.5305,-77.001964,38.951708,directed_route_stop,,0,0,0,POINT (-77.001964 38.951708),,,"YELLOW,0",,,,,,
100287,YELLOW.0.7474,-77.021627,38.898254,directed_route_stop,,0,0,0,POINT (-77.021627 38.898254),,,"YELLOW,0",,,,,,
100288,YELLOW.0.7477,-77.021692,38.893807,directed_route_stop,,0,0,0,POINT (-77.021692 38.893807),,,"YELLOW,0",,,,,,
100289,YELLOW.0.9720,-77.050446,38.857717,directed_route_stop,,0,0,0,POINT (-77.050446 38.857717),,,"YELLOW,0",,,,,,
100290,YELLOW.0.9838,-77.043575,38.852903,directed_route_stop,,0,0,0,POINT (-77.043575 38.852903),,,"YELLOW,0",,,,,,
100291,YELLOW.0.9880,-77.070931,38.800245,directed_route_stop,,0,0,0,POINT (-77.070931 38.800245),,,"YELLOW,0",,,,,,
100292,YELLOW.1.10344,-77.022005,38.905538,directed_route_stop,,0,0,0,POINT (-77.022005 38.905538),,,"YELLOW,1",,,,,,
100293,YELLOW.1.10352,-77.129211,38.799163,directed_route_stop,,0,0,0,POINT (-77.129211 38.799163),,,"YELLOW,1",,,,,,
100294,YELLOW.1.10776,-77.075055,38.793795,directed_route_stop,,0,0,0,POINT (-77.075055 38.793795),,,"YELLOW,1",,,,,,
100295,YELLOW.1.11731,-76.911111,39.010967,directed_route_stop,,0,0,0,POINT (-76.911111 39.010967),,,"YELLOW,1",,,,,,
100296,YELLOW.1.11733,-76.928297,38.9783,directed_route_stop,,0,0,0,POINT (-76.928297 38.978300),,,"YELLOW,1",,,,,,
100297,YELLOW.1.11886,-76.969622,38.954928,directed_route_stop,,0,0,0,POINT (-76.969622 38.954928),,,"YELLOW,1",,,,,,
100298,YELLOW.1.12928,-77.053877,38.869374,directed_route_stop,,0,0,0,POINT (-77.053877 38.869374),,,"YELLOW,1",,,,,,
100299,YELLOW.1.12930,-77.059242,38.862861,directed_route_stop,,0,0,0,POINT (-77.059242 38.862861),,,"YELLOW,1",,,,,,
100300,YELLOW.1.13986,-77.053534,38.813952,directed_route_stop,,0,0,0,POINT (-77.053534 38.813952),,,"YELLOW,1",,,,,,
100301,YELLOW.1.13995,-77.060896,38.806406,directed_route_stop,,0,0,0,POINT (-77.060896 38.806406),,,"YELLOW,1",,,,,,
100302,YELLOW.1.1418,-77.029269,38.916915,directed_route_stop,,0,0,0,POINT (-77.029269 38.916915),,,"YELLOW,1",,,,,,
100303,YELLOW.1.14816,-77.168587,38.766096,directed_route_stop,,0,0,0,POINT (-77.168587 38.766096),,,"YELLOW,1",,,,,,
100304,YELLOW.1.25552,-77.032554,38.928611,directed_route_stop,,0,0,0,POINT (-77.032554 38.928611),,,"YELLOW,1",,,,,,
100305,YELLOW.1.25553,-77.024352,38.936155,directed_route_stop,,0,0,0,POINT (-77.024352 38.936155),,,"YELLOW,1",,,,,,
100306,YELLOW.1.3034,-76.956088,38.965152,directed_route_stop,,0,0,0,POINT (-76.956088 38.965152),,,"YELLOW,1",,,,,,
100307,YELLOW.1.308,-77.022027,38.914446,directed_route_stop,,0,0,0,POINT (-77.022027 38.914446),,,"YELLOW,1",,,,,,
100308,YELLOW.1.5017,-77.0217,38.884786,directed_route_stop,,0,0,0,POINT (-77.021700 38.884786),,,"YELLOW,1",,,,,,
100309,YELLOW.1.5305,-77.001964,38.951708,directed_route_stop,,0,0,0,POINT (-77.001964 38.951708),,,"YELLOW,1",,,,,,
100310,YELLOW.1.7474,-77.021627,38.898254,directed_route_stop,,0,0,0,POINT (-77.021627 38.898254),,,"YELLOW,1",,,,,,
100311,YELLOW.1.7477,-77.021692,38.893807,directed_route_stop,,0,0,0,POINT (-77.021692 38.893807),,,"YELLOW,1",,,,,,
100312,YELLOW.1.9720,-77.050446,38.857717,directed_route_stop,,0,0,0,POINT (-77.050446 38.857717),,,"YELLOW,1",,,,,,
100313,YELLOW.1.9838,-77.043575,38.852903,directed_route_stop,,0,0,0,POINT (-77.043575 38.852903),,,"YELLOW,1",,,,,,
100314,YELLOW.1.9880,-77.070931,38.800245,directed_route_stop,,0,0,0,POINT (-77.070931 38.800245),,,"YELLOW,1",,,,,,